epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,43792.9,0.98937,0.46462,0.89335,0.86022,0.784,0.83656,0.51753,1.32745,0.57583,1.01188,0.0009415,0.0009415,0.0009415
185,44026.9,0.98426,0.46409,0.89101,0.86021,0.78435,0.83646,0.51754,1.32755,0.57584,1.01192,0.000892,0.000892,0.000892
186,44261,0.98815,0.46319,0.89235,0.86096,0.78382,0.83666,0.51766,1.32796,0.57583,1.01203,0.0008425,0.0008425,0.0008425
187,44493,0.97773,0.46014,0.89137,0.86052,0.78399,0.83656,0.5178,1.32825,0.57581,1.01215,0.000793,0.000793,0.000793
188,44726.4,0.97702,0.45983,0.88828,0.86114,0.78368,0.83668,0.51797,1.3285,0.57583,1.0122,0.0007435,0.0007435,0.0007435
189,44960.7,0.97923,0.4605,0.89011,0.86127,0.78372,0.83667,0.5179,1.32867,0.5757,1.01234,0.000694,0.000694,0.000694
190,45196.6,0.97522,0.45874,0.88799,0.86057,0.78326,0.83658,0.51775,1.329,0.57571,1.01238,0.0006445,0.0006445,0.0006445
191,45380.3,0.924,0.43132,0.87949,0.86061,0.7838,0.83651,0.51777,1.32943,0.57565,1.01265,0.000595,0.000595,0.000595
192,45556.5,0.90367,0.41989,0.87745,0.8606,0.78321,0.83649,0.51782,1.32967,0.57552,1.01271,0.0005455,0.0005455,0.0005455
193,45731.8,0.89849,0.41845,0.87519,0.86179,0.78325,0.83625,0.51771,1.32999,0.57551,1.01286,0.000496,0.000496,0.000496
194,45908.7,0.89087,0.41264,0.87236,0.8632,0.78303,0.83624,0.51764,1.33027,0.57543,1.01299,0.0004465,0.0004465,0.0004465
195,46084.4,0.89169,0.41315,0.87269,0.86346,0.78301,0.83607,0.51747,1.33051,0.57538,1.0131,0.000397,0.000397,0.000397
196,46260.3,0.88741,0.41366,0.87171,0.86363,0.78299,0.83612,0.51778,1.33082,0.5753,1.01322,0.0003475,0.0003475,0.0003475
197,46435.8,0.87954,0.40836,0.86956,0.8638,0.78313,0.83616,0.51764,1.33111,0.57522,1.01337,0.000298,0.000298,0.000298
198,46611.3,0.87519,0.40618,0.86954,0.86374,0.78296,0.83615,0.51811,1.33116,0.57518,1.01335,0.0002485,0.0002485,0.0002485
199,46788,0.87732,0.40586,0.87049,0.86368,0.7828,0.83616,0.51801,1.33139,0.57508,1.01338,0.000199,0.000199,0.000199
200,46963.3,0.87319,0.40464,0.86981,0.86363,0.78301,0.83636,0.51804,1.33159,0.57505,1.01346,0.0001495,0.0001495,0.0001495
