epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,51564.7,0.97441,0.45729,0.88882,0.89573,0.75858,0.82497,0.5142,1.32626,0.5823,1.01524,0.0010405,0.0010405,0.0010405
183,51777.6,0.97453,0.45941,0.8903,0.89344,0.76062,0.82583,0.51451,1.32643,0.5821,1.01531,0.000991,0.000991,0.000991
184,51989.3,0.97448,0.45596,0.88947,0.891,0.76008,0.82515,0.51464,1.32653,0.58198,1.01538,0.0009415,0.0009415,0.0009415
185,52203,0.96881,0.4556,0.88799,0.89298,0.75959,0.82542,0.51469,1.32667,0.58189,1.0154,0.000892,0.000892,0.000892
186,52417,0.97186,0.45438,0.88834,0.89419,0.75853,0.8255,0.51489,1.32665,0.58184,1.01542,0.0008425,0.0008425,0.0008425
187,52630.1,0.96163,0.45207,0.88698,0.89461,0.75836,0.82584,0.51483,1.3271,0.58164,1.01562,0.000793,0.000793,0.000793
188,52841.4,0.96052,0.45055,0.88537,0.89462,0.75836,0.82589,0.51501,1.32722,0.58168,1.0157,0.0007435,0.0007435,0.0007435
189,53054.3,0.9639,0.4522,0.8865,0.89494,0.75827,0.82594,0.51526,1.32722,0.58165,1.0157,0.000694,0.000694,0.000694
190,53267.5,0.9594,0.44969,0.8841,0.89532,0.75795,0.82615,0.51528,1.32737,0.58161,1.01576,0.0006445,0.0006445,0.0006445
191,53443.9,0.90539,0.42199,0.87582,0.89531,0.7584,0.82623,0.5151,1.32756,0.58145,1.01582,0.000595,0.000595,0.000595
192,53616.9,0.88484,0.41189,0.87139,0.89521,0.75793,0.82671,0.51534,1.32769,0.58136,1.01584,0.0005455,0.0005455,0.0005455
193,53789.8,0.88284,0.41017,0.87126,0.89512,0.75841,0.82679,0.51538,1.32764,0.5812,1.01585,0.000496,0.000496,0.000496
194,53963,0.87419,0.40537,0.86897,0.89498,0.75835,0.82682,0.51534,1.32782,0.5811,1.01591,0.0004465,0.0004465,0.0004465
195,54134.2,0.87385,0.40544,0.86998,0.89559,0.75804,0.82685,0.51551,1.32785,0.58098,1.01599,0.000397,0.000397,0.000397
196,54305,0.86929,0.40515,0.86744,0.89543,0.75826,0.8269,0.5159,1.32798,0.58091,1.01607,0.0003475,0.0003475,0.0003475
197,54475.8,0.8661,0.4016,0.86632,0.89492,0.75848,0.8268,0.51593,1.32808,0.58094,1.01602,0.000298,0.000298,0.000298
198,54648.1,0.85898,0.39831,0.86604,0.89517,0.75863,0.82686,0.51617,1.3281,0.58085,1.01608,0.0002485,0.0002485,0.0002485
199,54820.5,0.85826,0.3988,0.86523,0.89679,0.75731,0.82682,0.51576,1.32822,0.58076,1.01616,0.000199,0.000199,0.000199
200,54993.6,0.85558,0.3961,0.86537,0.8965,0.7573,0.82673,0.5157,1.3284,0.58067,1.01615,0.0001495,0.0001495,0.0001495
